"Article","Year","Stem"
"Adapting Collaboration Dialogue in Response to Intelligent Tutoring System Feedback",2015,"intelligent tutoring system"
"The Role of Student Choice Within Adaptive Tutoring",2015,"feedback medium"
"Identifying Affective Trajectories in Relation to Learning Gains During the Interaction with a Tutoring System",2015,"intelligent tutor system"
"A Tutorial Dialogue System for Real-Time Evaluation of Unsupervised Dialogue Act Classifiers: Exploring System Outcomes",2015,"tutorial dialogue system"
"A Predictive Model of Learning Gains for a Video and Exercise Intensive Learning Environment",2015,"learning analyt"
"Integrating Learning Progressions in Unsupervised After-School Online Intelligent Tutoring",2015,"intelligent tutoring system"
"When More Intelligent Tutoring in the Form of Buggy Messages Does not Help",2015,"video feedback"
"Supporting Students’ Interactions over Case Studies",2015,"collabor"
"A Framework for Automated Generation of Questions Based on First-Order Logic",2015,"pattern match"
"Fine-Grained Analyses of Interpersonal Processes and Their Effect on Learning",2015,"tutoring sess"
"Promoting Metacognitive Awareness within a Game-Based Intelligent Tutoring System",2015,"educational technology design"
"Student Performance Estimation Based on Topic Models Considering a Range of Lessons",2015,"comments data min"
"Towards a Model of How Learners Process Feedback",2015,"neurosci"
"Item Response Model with Lower Order Parameters for Peer Assessment",2015,"reliabl"
"Positive Impact of Collaborative Chat Participation in an edX MOOC",2015,"massive open online cours"
"Selection Task and Computer-Based Feedback to Improve the Searching Process in Task-Oriented Reading Situations",2015,"automatic feedback"
"Personalized Expert Skeleton Scaffolding in Concept Map Construction",2015,"adaptive scaffold"
"Using Eye Gaze Data to Explore Student Interactions with Tutorial Dialogues in a Substep-Based Tutor",2015,"tutorial dialogu"
"UML-IT: An ITS to Teach Multiple Modelling Tasks",2015,"multiple modeling task"
"Virtual Teams in Massive Open Online Courses",2015,"leadership behavior"
"Promoting Self-regulated Learning in an Intelligent Tutoring System for Writing",2015,"self-regulated learn"
"Exploring Missing Behaviors with Region-Level Interaction Network Coverage",2015,"network coverag"
"Educational Technologies to Support Linguistically Diverse Students, and the Challenges of Classroom Integration",2015,"teacher"
"Developing Self-regulated Learners Through an Intelligent Tutoring System",2015,"interactive learn environ"
"Building Compiler-Student Friendship",2015,"compiler design"
"Who Needs Help? Automating Student Assessment Within Exploratory Learning Environments",2015,"subject matter expert"
"Toward Combining Individual and Collaborative Learning Within an Intelligent Tutoring System",2015,"intelligent tutoring system"
"Motivating Learning in the Age of the Adaptive Tutor",2015,"feedback"
"Towards Multimodal Affective Detection in Educational Systems Through Mining Emotional Data Sources",2015,"data min"
"Promoting Metacognition Within a Game-Based Environment",2015,"self-assess"
"Negotiation-Driven Learning: A New Perspective of Learning Using Negotiation",2015,"negoti"
"Supporting K-5 Learners with Dialogue Systems",2015,"assess"
"Sharing Student Models That Use Machine Learning",2015,"student model"
"Moody Agents: Affect and Discourse During Learning in a Serious Game",2015,"emot"
"Examining the Predictive Relationship Between Personality and Emotion Traits and Learners’ Agent-Direct Emotions",2015,"trait emot"
"Evaluating Human and Automated Generation of Distractors for Diagnostic Multiple-Choice Cloze Questions to Assess Children’s Reading Comprehension",2015,"cloze"
"Machine Learning for Holistic Evaluation of Scientific Essays",2015,"causal rel"
"Learning to Diagnose a Virtual Patient: an Investigation of Cognitive Errors in Medical Problem Solving",2015,"computer-based learning environ"
"Studying Student Use of Self-Regulated Learning Tools in an Open-Ended Learning Environment",2015,"learning environment design"
"Educational Question Answering Motivated by Question-Specific Concept Maps",2015,"nlp"
"Situated Pedagogical Authoring: Authoring Intelligent Tutors from a Student’s Perspective",2015,"virtual human"
"Two Modes are Better Than One: a Multimodal Assessment Framework Integrating Student Writing and Drawing",2015,"student writing analysi"
"To Resolve or not to Resolve? that is the Big Question About Confusion",2015,"learn"
"Motivational Design in an Intelligent Tutoring System that Helps Students Make Good Task Selection Decisions",2015,"mastery orient"
"SNS Messages Recommendation for Learning Motivation",2015,"recommend"
"How Spacing and Variable Retrieval Practice Affect the Learning of Statistics Concepts",2015,"testing effect"
"Leveraging Multiple Views of Text for Automatic Question Generation",2015,"semantic role label"
"Mind Wandering During Learning with an Intelligent Tutoring System",2015,"engag"
"DeepStealth: Leveraging Deep Learning Models for Stealth Assessment in Game-Based Learning Environments",2015,"deep learn"
"Learning Mental Models of Human Cognitive Processing by Creating Cognitive Models",2015,"mental model"
"A Study of Automatic Speech Recognition in Noisy Classroom Environments for Automated Dialog Analysis",2015,"sphinx 4"
"A Player Model for Adaptive Gamification in Learning Environments",2015,"web-based learn"
"Exploring the Impact of a Learning Dashboard on Student Affect",2015,"intelligent tutoring system"
"Cognitive Tutor Use in Chile: Understanding Classroom and Lab Culture",2015,"off-task behavior"
"TARLAN: a Simulation Game to Improve Social Problem-Solving Skills of ADHD Children",2015,"social problem-solving skil"
"Blocking Vs. Interleaving: Examining Single-Session Effects Within Middle School Math Homework",2015,"adaptive tutoring system"
"Impact of Adaptive Educational System Behaviour on Student Motivation",2015,"computerize adaptive test"
"Understanding Student Success in Chemistry Using Gaze Tracking and Pupillometry",2015,"performance predict"
"AttentiveLearner: Improving Mobile MOOC Learning via Implicit Heart Rate Tracking",2015,"mind wand"
"Distractor Quality Evaluation in Multiple Choice Questions",2015,"automatic quality evalu"
"Interpreting Freeform Equation Solving",2015,"structure interfac"
"Teachable Agents with Intrinsic Motivation",2015,"dynamic commun"
"ITS Support for Conceptual and Perceptual Connection Making Between Multiple Graphical Representations",2015,"conceptual and perceptual process"
"Discovering Individual and Collaborative Problem-Solving Modes with Hidden Markov Models",2015,"pair program"
"Improving Student Problem Solving in Narrative-Centered Learning Environments: a Modular Reinforcement Learning Framework",2015,"modular reinforcement learn"
"Filtering of Spontaneous and Low Intensity Emotions in Educational Contexts",2015,"emotion detect"
"Contextual Recommendation of Educational Contents",2015,"educational cont"
"Coherence Over Time: Understanding Day-to-Day Changes in Students’ Open-Ended Problem Solving Behaviors",2015,"self-regulated learn"
"From Learning Companions to Testing Companions",2015,"ta"
"Negotiation-Driven Learning",2015,"negoti"
"From Heterogeneous Multisource Traces to Perceptual-Gestural Sequences: the PeTra Treatment Approach",2015,"perceptual-gestural knowledg"
"Probability Based Scaffolding System with Fading",2015,"scaffold"
"Temporal Generalizability of Face-Based Affect Detection in Noisy Classroom Environments",2015,"intelligent tutoring system"
"Understanding Students’ Use of Code-Switching in a Learning by Teaching Technology",2015,"self-explan"
"Improving Learning Maps Using an Adaptive Testing System: PLACEments",2015,"adaptive test"
"Domain Module Building From Textbooks: Integrating Automatic Exercise Generation",2015,"natural language process"
"The Beginning of a Beautiful Friendship? Intelligent Tutoring Systems and MOOCs",2015,"intelligent tutor system"
"Predicting Misalignment Between Teachers’ and Students’ Essay Scores Using Natural Language Processing Tools",2015,"natural language process"
"Am I Wrong or Am I Right? Gains in Monitoring Accuracy in an Intelligent Tutoring System for Writing",2015,"self-assess"
"Predicting Students’ Emotions Using Machine Learning Techniques",2015,"machine learning techniqu"
"Using Artificial Neural Networks to Identify Learning Styles",2015,"identification of learning styl"
"Measuring Argumentation Skills with Game-Based Assessments: Evidence for Incremental Validity and Learning",2015,"argument"
"Student Performance Prediction Using Collaborative Filtering Methods",2015,"collaborative filtering method"
"Transfer Learning for Predictive Models in Massive Open Online Courses",2015,"transfer learn"
"Steps Towards the Gamification of Collaborative Learning Scenarios Supported by Ontologies",2015,"collaborative learn"
"Towards the Development of the Invention Coach: a Naturalistic Study of Teacher Guidance for an Exploratory Learning Task",2015,"human tutor"
"Adaptive Representation of Digital Resources Search Results in Personal Learning Environment",2015,"digital resourc"
"Towards Investigating Performance Differences in Clinical Reasoning in a Technology Rich Learning Environment",2015,"performance differ"
"Emotional, Epistemic, and Neutral Feedback in AutoTutor Trialogues to Improve Reading Comprehension",2015,"emot"
"Comparison of Expert Tutors Through Syntactic Analysis of Transcripts",2015,"author identif"
"Exploring Through Simulation an Instructional Planner for Dynamic Open-Ended Learning Environments",2015,"dynamic open-ended learning environ"
"Modeling Self-Efficacy Across Age Groups with Automatically Tracked Facial Expression",2015,"nonverbal behavior"
"Mind the Gap: Improving Gender Equity in Game-Based Learning Environments with Learning Companions",2015,"gender"
"How Do Learners Behave in Help-Seeking When Given a Choice?",2015,"feedback choic"
"Measuring Misconceptions Through Item Response Theory",2015,"student model"
"No Child Behind nor Singled out? – Adaptive Instruction Combined with Inclusive Pedagogy in Early Math Software",2015,"inclusive pedagogi"
"An Integrated Emotion-Aware Framework for Intelligent Tutoring Systems",2015,"emotion regul"
"Off the Beaten Path: The Impact of Adaptive Content Sequencing on Student Navigation in an Open Social Student Modeling Interface",2015,"adaptive navigation support"
"Alleviating the Negative Effect of Up and Downvoting on Help Seeking in MOOC Discussion Forums",2015,"reputation system"
"Challenges of Using Observational Data to Determine the Importance of Example Usage",2015,"knowledge trac"
"Comparing Representations for Learner Models in Interactive Simulations",2015,"user model"
"Clique Algorithm to Minimize Item Exposure for Uniform Test Forms Assembly",2015,"clique problem"
"Game Features and Individual Differences: Interactive Effects on Motivation and Performance",2015,"motiv"
