"Article","Year","Author","Stem"
"Modeling affect in student-driven learning scenarios",2013,"Cabredo, R","educational data min"
"Estimating student knowledge from paired interaction data",2013,"Brunskill, E.","embedded assess"
"Modeling student retention in an environment with delayed testing",2013,"Beck, J.E.","feature select"
"Exploring the relationship between course structure and etext usage in blended and open online courses",2013,"Pritchard, D.E.","etext"
"Using ITS generated data to predict standardized test scores",2013,"Heffernan, N.","decision tre"
"Discovering the relationship between student effort and ability for predicting the performance of technology-assisted learning in a mathematics after-school program",2013,"Hua, H","alek"
"Students’ walk through tutoring: Using a random walk analysis to profile students",2013,"Tanner Jackson, G","intelligent tutoring system"
"Paragraph specific n-gram approaches to automatically assessing essay quality",2013,"Kyle, K","computational linguist"
"Predicting future learning better using quantitative analysis of moment-by-moment learning",2013,"Gowda, S.M","preparation for future learn"
"Predicting college enrollment from student interaction with an intelligent tutoring system in middle school",2013,"Bowers, A.J","college enrol"
"Optimal and worst-case performance of mastery learning assessment with Bayesian knowledge tracing",2013,"Ritter, S.","intelligent tutoring system"
"Automatically recognizing facial expression: Predicting engagement and frustration",2013,"Boyer, K.E","computer-mediated tutor"
"Predicting standardized test scores from cognitive tutor interactions",2013,"Fancsali, S.E","cognitive tutor"
"Students activity visualization tool",2013,"Burdescu, D.D.","e-learn"
"Predicting player moves in an educational game: A hybrid approach",2013,"Butler, E","user model"
"Demonstration of a Moodle student monitoring web application",2013,"Héguy, O","machine learn"
"An investigation of psychometric measures for modelling academic performance in tertiary education",2013,"Owende, P.","academic perform"
"Automatic gaze-based detection of mind wandering during reading",2013,"Hunter, M.","affective comput"
"Helping students manage personalized learning scenarios",2013,"Numao, M.","reinforcement learn"
"Test-size reduction for concept estimation",2013,"Lan, A.S","learning analyt"
"Mining social deliberation in online communication: If you were me and I were you",2013,"Woolf, B.P","collaborative knowledge-build"
"Bringing student backgrounds online: MOOC user demographics, site usage, and online learning",2013,"Seaton, D","online learn"
"Exploring exploration: Inquiries into exploration behavior in complex problem solving assessment",2013,"Greiff, S.","exploration behavior"
"Reading into the text: Investigating the influence of text complexity on cognitive engagement",2013,"Lehman, B","engag"
"Data mining in the classroom: Discovering groups’ strategies at a multi-tabletop environment",2013,"Kay, J.","collaborative learn"
"Analysis of students clustering results based on Moodle log data",2013,"Héguy, O","cluster"
"Sequences of frustration and confusion, and learning",2013,"Pataranutaporn, V","affect detect"
"Adapting Bayesian knowledge tracing to a massive open online course in edX",2013,"Seaton, D.T","edx"
"Extending the assistance model: Analyzing the use of assistance over time",2013,"Wang, Y","assistance progress model"
"Predicting group programming project performance using SVN activity traces",2013,"Macskassy, S.A","data min"
"Does representational understanding enhance fluency – Or vice versa? Searching for mediation models",2013,"Aleven, V","intelligent tutoring system"
"A spectral learning approach to knowledge tracing",2013,"Gordon, G.J","spectral learn"
"Visual exploration of interactions and performance with LEMO",2013,"Elkina, M","learning management system"
"DARE: Deep Anaphora Resolution in dialogue based intelligent tutoring systems",2013,"Stefanescu, D.","dialogue system"
"Determining review coverage by extracting topic sentences using a graph-based clustering approach",2013,"Gehringer, E.F.","lexico-semantic match"
"Educational data mining: Illuminating student learning pathways in an online fraction game",2013,"Velasquez, N.F","educational gam"
"Mining temporally-interesting learning behavior patterns",2013,"Biswas, G.","interestingness measur"
"Mining users’ behaviors in intelligent educational games prime climb a case study",2013,"Conati, C.","behavior discoveri"
"A meta-learning approach for recommending a subset of white-box classification algorithms for Moodle datasets",2013,"Ventura, S.","meta-learn"
"Students' use of support functions in DBAs: Analysis of NAEP grade 8 mathematics process data",2019,"Li, M.","process data"
"A methodology for student video interaction patterns analysis and classification",2019,"Shrier, I.","mooc"
"Evaluating fairness and generalizability in models predicting on-time graduation from college applications",2019,"Duckworth, A.L","common app"
"Generalizability of sensor-free affect detection models in a longitudinal dataset of tens of thousands of students",2019,"D'Mello, S.K.","generaliz"
"A comparison of automated scale short form selection strategies",2019,"Marcoulides, K.M.","genetic algorithm"
"Second LABBEC workshop: Learning analytics, building bridges between the education and the computing communities",2019,"Desmarais, M.C","psychometr"
"Detecting creativity in an open ended geometry environment",2019,"Gal, K.","geogebra"
"Optimizing assignment of students to courses based on learning activity analytics",2019,"Taniguchi, Y","student assignment to cours"
"Probabilistic modeling of peer correction and peer assessment",2019,"Kashima, H.","statistical model"
"Identifying collaborative learning states using unsupervised machine learning on eye-tracking, physiological and motion sensor data",2019,"Schneider, B.","multimodal learning analyt"
"Machine-learned or expert-engineered features? Exploring feature engineering methods in detectors of student behavior and affect",2019,"Heffernan, N.T.","feature engin"
"Validating the myth of average through evidences",2019,"Ram, P.","evidence based competency model"
"Towards modeling students' problem-solving skills in non-routine mathematics problems",2019,"McLaren, B.M.","student model"
"Skills embeddings: A neural approach to multicomponent representations of students and tasks",2019,"Elliott, M","skills embed"
"Active learning for student affect detection",2019,"Studer, C","student affect detect"
"Hello? Who is posting, who is answering, and who is succeeding in Massive Open Online Courses",2019,"Baker, R.S.","mooc"
"ATC framework: A fully automatic cognitive tracing model for student and educational contents",2019,"Jiang, T.","skills dimension determin"
"What you say is relevant to how you make friends: Measuring the effect of content on social connection",2019,"Lynch, C.F","social network analysi"
"Automatic identification of questions in MOOC forums and association with self-regulated learning",2019,"Luengo, V","mooc"
"EDM & games: Leveling up engaged learning with data-rich analytics",2019,"Paquette, L","game-based learn"
"A data-driven approach for automated assessment of scientific explanations in science inquiry",2019,"Gobert, J.","scienc"
"Tutorbot corpus: Evidence of human-agent verbal alignment in second language learner dialogues",2019,"Lucas, C.G","assess"
"A novel use of educational data mining to inform effective management of academic programs",2019,"Osman, A.","association rule min"
"Predictors of student satisfaction: A large-scale study of human-human online tutorial dialogues",2019,"Ferreira, R","intelligent tutoring system"
"A better cold-start for early prediction of student at-risk status in new school districts",2019,"Stephenson, S.","learning analyt"
"Deep hierarchical knowledge tracing",2019,"Gao, J.","knowledge trac"
