"Article","Year","Stem"
"A diagnostic tool for competency-Based program engineering",2018,"diagnostic tool"
"Reciprocal peer recommendation for learning purposes",2018,"recsystel"
"(Dis)Engagement matters: Identifying efficacious learning practices with multimodal learning analytics",2018,"qualitative analysi"
"The RAP system: Automatic feedback of oral presentation skills using multimodal analysis and low-Cost sensors",2018,"postur"
"The teacher in the loop: Customizing multimodal learning analytics for blended learning",2018,"person"
"Supporting teachers’ intervention in students’ virtual collaboration using a network based model",2018,"teacher intervent"
"The classroom as a dashboard: Co-designing wearable cognitive augmentation for K-12 teachers",2018,"mixed-r"
"SHEILA policy framework: Informing institutional strategies and policy processes of learning analytics",2018,"roma model"
"Recurrence quantification analysis as a method for studying text comprehension dynamics",2018,"self-explan"
"Linking students’ timing of engagement to learning design and academic performance",2018,"learning design"
"Using embedded formative assessment to predict state summative test scores",2018,"intelligent tutoring system"
"Physical learning analytics: A multimodal perspective",2018,"mobility track"
"Analysis of interactions between lecturers and students",2018,"model"
"Understand students’ self-Reflections through learning analytics",2018,"text min"
"Studying MOOC completion at scale using the MOOC replication framework",2018,"mooc"
"Can’t get more satisfaction? Game-Theoretic group-Recommendation of educational resources",2018,"satisfact"
"Online change detection for monitoring individual student behavior via clickstream data on E-book system",2018,"online process"
"Finding traces of self-Regulated learning in activity streams",2018,"learning strategi"
"Running out of STEM: A comparative study across STEM majors of college students At-Risk of dropping out early",2018,"survival analysi"
"Open learner models and learning analytics dashboards: A systematic review",2018,"open student model"
"What exactly do students learn when they practice equation solving? Refining knowledge components with the additive factors model",2018,"k-12"
"Unpacking the relationship between discussion forum participation and learning in MOOCs: Content is key",2018,"social network analysi"
"Learning Analytics and Policy (LAP) - International aspirations, achievements and constraints",2017,"polici"
"Beyond failure: The 2nd LAK Failathon",2017,"learning from failur"
"Workshop on integrated learning analytics of MOOC post-course development",2017,"long-term learning develop"
"ATCE - An analytics tool to trace the creation and evaluation of inclusive and accessible open educational resources",2017,"qualiti"
"Trends and issues in student-facing learning analytics reporting systems research",2017,"literature review"
"Impact of student choice of content adoption delay on course outcomes",2017,"procrastin"
"Studying engagement and performance with learning technology in an African classroom",2017,"learning analyt"
"Supporting collaborative learning with tag recommendations: A real-world study in an inquiry-based classroom project",2017,"minerva"
"Using item response theory to generate an item pool for an e-learning-system",2017,"item pool"
"Business intelligence (BI) for personalized student dashboards",2017,"personalized dashboard"
"Using learning analytics to explore help-seeking learner profiles in MOOCs",2017,"mooc"
"Honing in on social learning networks in MOOC forums: Examining critical network definition decisions",2017,"social network analysi"
"Real-time learning analytics for C programming language courses",2017,"learning dashboard"
"An automatic approach for discovering skill relationship from learning data",2017,"skill relationship"
"Dear learner: Participatory visualisation of learning data for sensemaking",2017,"visual"
"What'd you say again? Recurrence quantification analysis as a method for analyzing the dynamics of discourse in a reading strategy tutor",2017,"natural language process"
"Using predictive analytics in a self-regulated learning university course to promote student success",2017,"self-regulated learn"
"Follow the successful crowd: Raising MOOC completion rates through social comparison at scale?",2017,"learning analyt"
"Where is the evidence? A call to action for learning analytics",2017,"evidence hub"
