"Article","Year","Stem"
"Toward instrumenting makerspaces: Using motion sensors to capture students' affective states in open-ended learning environments",2019,"monitoring tool"
"Grade prediction based on cumulative knowledge and co-taken courses",2019,"next-term grade predict"
"Scholars walk: A Markov chain framework for course recommendation",2019,"random walk"
"Time-series insights into the process of passing or failing online university courses using neural-induced interpretable student states",2019,"mentor's not"
"Towards a general purpose anomaly detection method to identify cheaters in massive open online courses",2019,"mooc"
"Identifying profiles of collaborative problem solvers in an online electronics environment",2018,"ontolog"
"GritNet: Student performance prediction with deep learning",2018,"student performance predict"
"Predictive student modeling for interventions in online classes",2018,"logistic regress"
"Re-designing the structure of online courses to empower educational data mining",2018,"supporting teach"
"Studying affect dynamics and chronometry using sensor-free detectors",2018,"sensor-free detector"
"Predicting individualized learner models across tutor lessons",2018,"student model"
"Contextual derivation of stable BKT parameters for analyzing content efficacy",2018,"contextual guess slip"
"Predicting learning by analyzing eye-gaze data of reading behavior",2018,"reading behavior"
"Forgetting curves and testing effect in an adaptive learning and assessment system",2018,"testing effect"
"Machine beats human at sequencing visuals for perceptual-fluency practice",2018,"machine learn"
"What can we learn from college students’ network transactions? Constructing useful features for student success prediction",2018,"student success predict"
"Automated speech act categorization of chat utterances in virtual internships",2018,"online tutor"
"Mining MOOC lecture transcripts to construct concept dependency graphs",2018,"edge exist"
"A Comparison of Features for the Automatic Labeling of Student Answers to Open-ended Questions",2018,"mention embed"
"Quantyler: Apportioning credit for student forum participation",2018,"forum assess"
"Predicting student enrollment based on student and college characteristics",2018,"student characterist"
"Exploring collaboration using motion sensors and multi-modal learning analytics",2018,"physical synchroni"
"Job description mining to understand work-integrated learning",2018,"work-integrated learn"
"Predicting quitting in students playing a learning game",2018,"personalized learn"
"Modeling math identity and math success through sentiment analysis and linguistic features",2018,"on-line learn"
"Predicting student performance based on online study habits: A study of blended courses",2018,"predictive model"
"Finding topics in enrollment data",2018,"learning analyt"
"Improving stealth assessment in game-based learning with LSTM-based analytics",2018,"strategy us"
"Impact of corpus size and dimensionality of LSA spaces from Wikipedia articles on autotutor answer evaluation",2018,"lsa"
"Understanding student procrastination via mixture models",2018,"probabilistic mixture model"
"Intelligent instructional hand offs",2018,"higher educ"
"Filtered time series analyses of student problem-solving behaviors in game-based learning",2018,"time seri"
"A hybrid multi-criteria approach using a genetic algorithm for recommending courses to university students",2018,"hybrid multi-criteria approach"
"Accurate measurement of lexical sophistication with reference to ESL learner data",2018,"esl"
"Using a common sense knowledge base to auto generate multi-dimensional vocabulary assessments",2018,"personalized vocabulary learn"
"Clustering the learning patterns of adults with low literacy skills interacting with an intelligent tutoring system",2018,"intelligent tutor"
"Gender differences in undergraduate engineering applicants: A text mining approach",2018,"gender differ"
"Understanding learners’ opinion about participation certificates in online courses using topic modeling",2018,"topic model"
"Identifying user engagement patterns in an online video discussion platform",2018,"user behavior"
"Prediction of academic achievement based on digital campus",2018,"multi-source data merg"
