"Article","Year","Author","Stem"
"Topic modeling for evaluating students' reflective writing: A case study of pre-Service teachers' journals",2016,"Zhang, X.","educ"
"Investigating collaborative learning success with physiological coupling indices based on electrodermal activity",2016,"Järvelä, S.","collaborative learn"
"Elaborating data intensive research methods through researcher-practitioner partnerships",2016,"Bowers, A.J.","learning analyt"
"LAL workshop: Learning analytics for learners",2016,"Kay, J.","learning analytics for learn"
"Using machine analysis to make elementary students' mathematical thinking visible",2016,"Chapman, S.","formative assess"
"Investigating boredom and engagement during writing using multiple sources of information: The essay, the writer, and keystrokes",2016,"Jacovina, M.E.","intelligent tutoring system"
"Data literacy for learning analytics",2016,"Zdrahal, Z.","communic"
"Putting temporal analytics into practice: The 5th international workshop on temporality in learning data",2016,"Knight, S.","cscl"
"Bayesian modelling of student misconceptions in the one-digit multiplication with probabilistic programming",2016,"Legenstein, R.","learning analyt"
"Supporting learning by considering emotions: Tracking and visualization. A case study",2016,"Urretavizcaya, M.","quantified-self"
"Evaluation of an adaptive practice system for learning geography facts",2016,"Pelánek, R.","computerized adaptive practic"
"Studying the relationship between BKT fitting error and the skill difficulty index",2016,"Lucinio, G.-S.","bkt-bf"
"Real-time indicators and targeted supports: Using online platform data to accelerate student learning",2016,"Thorn, C.","community college developmental mathemat"
"A Rule-Based indicator definition tool for personalized learning analytics",2016,"Mahapatra, T.","learning analyt"
"Multimodal analytics to study collaborative problem solving in pair programming",2016,"Bienkowski, M.","collaborative problem solv"
"Multimodal learning analytics data challenges",2016,"Worsley, M.","multimod"
"Combining click-Stream data with NLP tools to better understand MOOC completion",2016,"Paquette, L.","educational data min"
"Towards personalizing An E-quiz bank for primary school students: An exploration with association rule mining and clustering",2016,"Chu, S.K.W.","cluster"
"Benchmarking student performance and engagement in an early alert predictive system using interactive radar charts",2016,"Gandhi, P.","data min"
"Forecasting student achievement in MOOCs with natural language processing",2016,"Reich, J.","mooc"
"LAK16 Workshop: Extending IMS caliper analyticstm with learning activity profiles",2016,"Johnston, J.","ims calip"
"Is the doer effect a causal relationship? How can WE tell and why it's important",2016,"Jia, J.Z.","doer effect"
"Semantic visual analytics for today's programming courses",2016,"Lin, Y.-L.","dashboard"
"The assessment of learning infrastructure (ALI): The theory, practice, and scalability of automated assessment",2016,"Wang, Y.","automated analysi"
"Translating network position into performance: Importance of centrality in different network configurations",2016,"Gaševic, D.","ergm"
"Collaborative multi-regression models for predicting students' performance in course activities",2015,"Karypis, G.","collaborative multi-regression model"
"Likelihood analysis of student enrollment outcomes using learning environment variables: A case study approach",2015,"Villano, R.","logistic regress"
"Qualitatively exploring electronic portfolios: A text mining approach to measuring student emotion as an early warning indicator",2015,"Ambrose, G.A.","analytic approaches & method"
"OpenCourseWare observatory - Does the quality of OpenCourseWare Live up to its promise?",2015,"Auer, S.","opencoursewar"
"""Scaling up"" learning design: Impact of learning design activities on LMS behavior and performance",2015,"Bryan, A.","learning analyt"
"Ethical and privacy issues in the application of learning analytics",2015,"Chen, W.","ethic"
"Combining observational and experiential data to inform the redesign of learning activities",2015,"Calvo, R.A.","approaches to learn"
"Exploring college major choice and middle school student behavior, affect and learning: What happens to students who game the system?",2015,"Heffernan, N.T.","college major choic"
"Media multiplexity in connectivist MOOCs",2015,"Haythornthwaite, C.","learn"
"2nd int'l workshop on open badges in education (OBIE 2015): From learning evidence to learning analytics",2015,"Lonn, S.","learning analyt"
"Towards data-driven mastery learning",2015,"Barnes, T.","knowledge trac"
"Discourse cohesion: A signature of collaboration",2015,"Dessus, P.","collaboration assess"
"A learning analytics approach to characterize and analyze inquiry-based pedagogical processes",2015,"Bell, E.R.","learninformat"
"Frequent sequential interactions as opportunities to engage in temporal reasoning with an online GIS",2015,"Lyons, L.","opportunities to learn"
"Predicting success: How learners' prior knowledge, skills and activities predict MOOC performance",2015,"Coffrin, C.","learning analyt"
"Minimum information entropy based q-matrix learning in DINA model",2015,"Wang, H.","booleanmatrix factor"
"Learning analytics: European perspectives",2015,"Drachsler, H.","intern"
"An analysis of the impact of action order on future performance: The fine-grain action model",2015,"Wang, Y.","bin"
"Curriculum analysis of CS departments based on CS2013 by simplified, supervised LDA",2015,"Yamaguchi, K.","curriculum analysi"
"Estimation of ability from homework items when there are missing and/or multiple attempts",2015,"Pritchard, D.E.","missing data"
"It's about time: 4th international workshop on temporal analyses of learning data",2015,"Chen, B.","discourse analyt"
"DOP8: Merging both data and analysis operators life cycles for Technology Enhanced Learning",2015,"Luengo, V.","data life cycl"
"Penetrating the black box of time-on-task estimation",2015,"Dawson, S.","learning analyt"
"Ubiquitous learning analytics in the context of realworld language learning",2015,"Uosaki, N.","network analysi"
"You've got style: Detecting writing flexibility across time",2015,"Allen, L.K.","flexibl"
"VISLA: Visual aspects of learning analytics",2015,"Klerkx, J.","learning analyt"
"""twitter archeology"" of learning analytics and knowledge conferences",2015,"Xing, W.","learning analyt"
"Learning analytics beyond the LMS: The connected learning analytics toolkit",2015,"Waters, Z.","data ownership"
"Investigating performance of students: A longitudinal study",2015,"Pathan, M.K.","students' perform"
"OpenEssayist: A supply and demand learning analytics tool for drafting academic essays",2015,"Richardson, J.T.E.","automated formative feedback"
"A handwriting recognition system for the classroom",2015,"Skinner, G.","intelligent character recognit"
"Are you reading my mind? Modeling students' reading comprehension skills with natural language processing techniques",2015,"McNamara, D.S.","intelligent tutoring system"
"Using transaction-level data to diagnose knowledge gaps and misconceptions",2015,"Chapman, J.","knowledge compon"
"Tracking student progress in a game-like learning environment with a Monte Carlo Bayesian Knowledge Tracing model",2015,"Dorsey, C.","educational data min"
"Formative and summative analyses of disciplinary engagement and learning in a big open online course",2015,"Shen, X.","analytic approach"
"Planning for success: How students use a grade prediction tool to win their classes",2015,"Levick, A.","gameful instruct"
"Identifying learning strategies associated with active use of video annotation software",2015,"Mirriahi, N.","learning strategi"
"The 3rd LAK data competition",2015,"Herder, E.","learning analyt"
